"","state","state.name","middate","pollster","pollster_id","poll_grade","samplesize","population","clinton","trump","days.until"
"1487","OR","Oregon","8/22/16","Ipsos",25,"A-",402,"likelyvoters",44.3,39.17,78
"1488","OR","Oregon","8/20/16","SurveyMonkey",352,"C-",877,"registeredvoters",47,32,80
"1489","OR","Oregon","8/20/16","Google Consumer Surveys",73,"B",363,"likelyvoters",37.86,25.34,80
"1490","OR","Oregon","8/15/16","Ipsos",25,"A-",459,"likelyvoters",44.92,36.58,85
"1491","OR","Oregon","8/13/16","Google Consumer Surveys",73,"B",380,"likelyvoters",45.18,26.09,87
"1492","OR","Oregon","8/8/16","Ipsos",25,"A-",444,"likelyvoters",43.38,39.05,92
"1493","OR","Oregon","7/11/16","Clout Research/Wenzel Strategies",354,"C-",701,"likelyvoters",43.1,39.7,120
"1494","OR","Oregon","6/25/16","icitizen",NA,"",555,"registeredvoters",46,32,136
"1495","OR","Oregon","5/11/16","Clout Research/Wenzel Strategies",354,"C-",657,"likelyvoters",42,44,181
"1496","OR","Oregon","5/7/16","Davis, Hibbitts & Midghall, Inc.",71,"B",901,"likelyvoters",43,32,185
"1497","PA","Pennsylvania","10/18/16","Emerson College",119,"B",800,"likelyvoters",45,41,21
"1498","PA","Pennsylvania","10/17/16","Ipsos",25,"A-",553,"likelyvoters",49.13,38.7,22
"1499","PA","Pennsylvania","10/17/16","Google Consumer Surveys",73,"B",555,"likelyvoters",36.67,35.97,22
"1500","PA","Pennsylvania","10/16/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",875,"likelyvoters",44,41,23
"1501","PA","Pennsylvania","10/13/16","Quinnipiac University",26,"A-",660,"likelyvoters",47,41,26
"1502","PA","Pennsylvania","10/12/16","CVOTER International",192,"C+",380,"likelyvoters",49.9,46,27
"1503","PA","Pennsylvania","10/12/16","SurveyMonkey",352,"C-",1449,"likelyvoters",46,40,27
"1504","PA","Pennsylvania","10/12/16","Google Consumer Surveys",73,"B",717,"likelyvoters",38.86,36.06,27
"1505","PA","Pennsylvania","10/10/16","Ipsos",25,"A-",1153,"likelyvoters",46.13,41.91,29
"1506","PA","Pennsylvania","10/9/16","Selzer & Company",3,"A+",806,"likelyvoters",48,39,30
"1507","PA","Pennsylvania","10/8/16","The Times-Picayune/Lucid",NA,"",1457,"likelyvoters",47,38,31
"1508","PA","Pennsylvania","10/6/16","Susquehanna Polling & Research, Inc.",131,"B-",764,"likelyvoters",44,40,33
"1509","PA","Pennsylvania","10/6/16","Google Consumer Surveys",73,"B",737,"likelyvoters",39.65,33.6,33
"1510","PA","Pennsylvania","10/6/16","YouGov",81,"B",997,"likelyvoters",48,40,33
"1511","PA","Pennsylvania","10/5/16","CVOTER International",192,"C+",369,"likelyvoters",48.9,46.5,34
"1512","PA","Pennsylvania","10/4/16","Marist College",8,"A",709,"likelyvoters",49,37,35
"1513","PA","Pennsylvania","10/3/16","Ipsos",25,"A-",468,"likelyvoters",49.34,42.79,36
"1514","PA","Pennsylvania","10/1/16","Monmouth University",1,"A+",402,"likelyvoters",50,40,38
"1515","PA","Pennsylvania","9/30/16","Franklin & Marshall College",45,"B+",496,"likelyvoters",47,38,39
"1516","PA","Pennsylvania","9/30/16","Google Consumer Surveys",73,"B",840,"likelyvoters",37.4,37.06,39
"1517","PA","Pennsylvania","9/29/16","Quinnipiac University",26,"A-",535,"likelyvoters",45,41,40
"1518","PA","Pennsylvania","9/27/16","Public Policy Polling",60,"B+",886,"likelyvoters",45,39,42
"1519","PA","Pennsylvania","9/26/16","Ipsos",25,"A-",500,"likelyvoters",45.23,42.35,43
"1520","PA","Pennsylvania","9/25/16","CVOTER International",192,"C+",649,"likelyvoters",46.4,49.5,44
"1521","PA","Pennsylvania","9/23/16","Google Consumer Surveys",73,"B",734,"likelyvoters",35.11,35.75,46
"1522","PA","Pennsylvania","9/23/16","Gravis Marketing",181,"B-",949,"likelyvoters",46,43,46
"1523","PA","Pennsylvania","9/22/16","CNN/Opinion Research Corp.",30,"A-",771,"likelyvoters",45,44,47
"1524","PA","Pennsylvania","9/21/16","Harper Polling",148,"B-",500,"likelyvoters",45,43,48
"1525","PA","Pennsylvania","9/21/16","Muhlenberg College",9,"A",486,"likelyvoters",40,38,48
"1526","PA","Pennsylvania","9/19/16","Ipsos",25,"A-",387,"likelyvoters",45.69,46.46,50
"1527","PA","Pennsylvania","9/18/16","CVOTER International",192,"C+",605,"likelyvoters",47,48.3,51
"1528","PA","Pennsylvania","9/17/16","Mercyhurst University",NA,"",420,"likelyvoters",42,41,52
"1529","PA","Pennsylvania","9/17/16","Google Consumer Surveys",73,"B",772,"likelyvoters",34.81,36.05,52
"1530","PA","Pennsylvania","9/14/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",400,"likelyvoters",46,38,55
"1531","PA","Pennsylvania","9/14/16","Muhlenberg College",9,"A",405,"likelyvoters",40,32,55
"1532","PA","Pennsylvania","9/12/16","Ipsos",25,"A-",423,"likelyvoters",46.11,43.81,57
"1533","PA","Pennsylvania","9/10/16","Google Consumer Surveys",73,"B",831,"likelyvoters",33.59,36.18,59
"1534","PA","Pennsylvania","9/5/16","Ipsos",25,"A-",422,"likelyvoters",49.12,44.29,64
"1535","PA","Pennsylvania","9/3/16","Google Consumer Surveys",73,"B",808,"likelyvoters",33,34.57,66
"1536","PA","Pennsylvania","9/2/16","Quinnipiac University",26,"A-",778,"likelyvoters",44,39,67
"1537","PA","Pennsylvania","8/31/16","YouGov",81,"B",1091,"likelyvoters",45,37,69
"1538","PA","Pennsylvania","8/30/16","Public Policy Polling",60,"B+",814,"likelyvoters",47,42,70
"1539","PA","Pennsylvania","8/29/16","Ipsos",25,"A-",343,"likelyvoters",48.05,41.77,71
"1540","PA","Pennsylvania","8/27/16","Monmouth University",1,"A+",402,"likelyvoters",48,40,73
"1541","PA","Pennsylvania","8/27/16","Franklin & Marshall College",45,"B+",496,"likelyvoters",45,40,73
"1542","PA","Pennsylvania","8/27/16","Google Consumer Surveys",73,"B",882,"likelyvoters",36.18,35.21,73
"1543","PA","Pennsylvania","8/26/16","Public Policy Polling",60,"B+",1194,"likelyvoters",48,43,74
"1544","PA","Pennsylvania","8/26/16","Emerson College",119,"B",800,"likelyvoters",45.9,42.7,74
"1545","PA","Pennsylvania","8/24/16","GBA Strategies",94,"B",1200,"likelyvoters",46,40,76
"1546","PA","Pennsylvania","8/22/16","Ipsos",25,"A-",334,"likelyvoters",49.83,43.29,78
"1547","PA","Pennsylvania","8/20/16","SurveyMonkey",352,"C-",2861,"registeredvoters",41,38,80
"1548","PA","Pennsylvania","8/20/16","Google Consumer Surveys",73,"B",898,"likelyvoters",37.04,32.82,80
"1549","PA","Pennsylvania","8/15/16","Ipsos",25,"A-",771,"likelyvoters",45.79,45.28,85
"1550","PA","Pennsylvania","8/13/16","Google Consumer Surveys",73,"B",882,"likelyvoters",40.37,30.59,87
"1551","PA","Pennsylvania","8/5/16","Marist College",8,"A",834,"registeredvoters",45,36,95
"1552","PA","Pennsylvania","8/3/16","Quinnipiac University",26,"A-",815,"likelyvoters",48,39,97
"1553","PA","Pennsylvania","8/2/16","Susquehanna Polling & Research, Inc.",131,"B-",772,"likelyvoters",46,37,98
"1554","PA","Pennsylvania","7/30/16","Franklin & Marshall College",45,"B+",389,"likelyvoters",49,36,101
"1555","PA","Pennsylvania","7/30/16","Public Policy Polling",60,"B+",1505,"likelyvoters",45,42,101
"1556","PA","Pennsylvania","7/26/16","Suffolk University",65,"B+",500,"likelyvoters",46,37,105
"1557","PA","Pennsylvania","7/7/16","Marist College",8,"A",829,"registeredvoters",43,35,124
"1558","PA","Pennsylvania","7/5/16","Quinnipiac University",26,"A-",982,"registeredvoters",34,40,126
"1559","PA","Pennsylvania","6/27/16","Gravis Marketing",181,"B-",1958,"registeredvoters",49.5,48,134
"1560","PA","Pennsylvania","6/16/16","Evolving Strategies",NA,"",601,"likelyvoters",46,32,145
"1561","PA","Pennsylvania","6/16/16","TargetPoint",333,"C",200,"likelyvoters",45,41,145
"1562","PA","Pennsylvania","6/15/16","Greenberg Quinlan Rosner (Democracy Corps)",127,"B-",300,"likelyvoters",45,36,146
"1563","PA","Pennsylvania","6/13/16","Quinnipiac University",26,"A-",950,"registeredvoters",39,36,148
"1564","PA","Pennsylvania","5/2/16","Quinnipiac University",26,"A-",1077,"registeredvoters",43,42,190
"1565","PA","Pennsylvania","4/19/16","Marist College",8,"A",2606,"registeredvoters",54,39,203
"1566","PA","Pennsylvania","4/5/16","Fox News/Anderson Robbins Research/Shaw & Company Research",17,"A",1607,"likelyvoters",44,44,217
"1567","PA","Pennsylvania","4/1/16","Quinnipiac University",26,"A-",1737,"likelyvoters",45,42,221
"1568","PA","Pennsylvania","3/17/16","Franklin & Marshall College",45,"B+",828,"registeredvoters",46,33,236
"1569","PA","Pennsylvania","3/6/16","Mercyhurst University",NA,"",421,"registeredvoters",43,35,247
"1570","PA","Pennsylvania","3/1/16","Harper Polling",148,"B-",662,"likelyvoters",45,40,252
"1571","RI","Rhode Island","10/17/16","Google Consumer Surveys",73,"B",70,"likelyvoters",45.07,32.76,22
"1572","RI","Rhode Island","10/12/16","CVOTER International",192,"C+",305,"likelyvoters",58.3,38.6,27
"1573","RI","Rhode Island","10/12/16","Google Consumer Surveys",73,"B",45,"likelyvoters",57.33,13.05,27
"1574","RI","Rhode Island","10/6/16","Google Consumer Surveys",73,"B",51,"likelyvoters",52.2,25.04,33
"1575","RI","Rhode Island","10/5/16","CVOTER International",192,"C+",303,"likelyvoters",57.8,38.6,34
"1576","RI","Rhode Island","10/3/16","Emerson College",119,"B",600,"likelyvoters",52,32,36
"1577","RI","Rhode Island","9/30/16","Google Consumer Surveys",73,"B",57,"likelyvoters",44.76,28.48,39
"1578","RI","Rhode Island","9/25/16","CVOTER International",192,"C+",457,"likelyvoters",56.7,40.2,44
"1579","RI","Rhode Island","9/23/16","Google Consumer Surveys",73,"B",57,"likelyvoters",42.37,22.99,46
"1580","RI","Rhode Island","9/18/16","CVOTER International",192,"C+",455,"likelyvoters",56.2,40.2,51
"1581","RI","Rhode Island","9/17/16","Google Consumer Surveys",73,"B",50,"likelyvoters",46.4,30.9,52
"1582","RI","Rhode Island","9/10/16","Google Consumer Surveys",73,"B",53,"likelyvoters",37.65,30.19,59
"1583","RI","Rhode Island","9/3/16","Emerson College",119,"B",800,"likelyvoters",44,41,66
"1584","RI","Rhode Island","9/3/16","Google Consumer Surveys",73,"B",65,"likelyvoters",41.18,23.5,66
"1585","RI","Rhode Island","8/27/16","Google Consumer Surveys",73,"B",85,"likelyvoters",38.94,19.93,73
"1586","RI","Rhode Island","8/20/16","SurveyMonkey",352,"C-",625,"registeredvoters",41,33,80
"1587","RI","Rhode Island","8/20/16","Google Consumer Surveys",73,"B",73,"likelyvoters",44.22,18.48,80
"1588","RI","Rhode Island","8/13/16","Google Consumer Surveys",73,"B",72,"likelyvoters",34.17,27.03,87
"1589","SC","South Carolina","10/17/16","Google Consumer Surveys",73,"B",387,"likelyvoters",29.2,45.11,22
"1590","SC","South Carolina","10/12/16","CVOTER International",192,"C+",323,"likelyvoters",42.2,53,27
"1591","SC","South Carolina","10/12/16","Google Consumer Surveys",73,"B",344,"likelyvoters",29.99,44.27,27
"1592","SC","South Carolina","10/10/16","Ipsos",25,"A-",304,"likelyvoters",43.67,50.89,29
"1593","SC","South Carolina","10/6/16","Google Consumer Surveys",73,"B",296,"likelyvoters",31.38,45.47,33
"1594","SC","South Carolina","10/5/16","CVOTER International",192,"C+",333,"likelyvoters",42.2,52.6,34
"1595","SC","South Carolina","10/3/16","Ipsos",25,"A-",346,"likelyvoters",45.97,48.85,36
"1596","SC","South Carolina","9/30/16","Google Consumer Surveys",73,"B",413,"likelyvoters",29.83,40.78,39
"1597","SC","South Carolina","9/29/16","Ipsos",25,"A-",258,"likelyvoters",46.67,48.25,40
"1598","SC","South Carolina","9/25/16","CVOTER International",192,"C+",574,"likelyvoters",40.8,54.6,44
"1599","SC","South Carolina","9/23/16","Google Consumer Surveys",73,"B",319,"likelyvoters",28.3,45.73,46
"1600","SC","South Carolina","9/22/16","Ipsos",25,"A-",240,"likelyvoters",44.41,49,47
"1601","SC","South Carolina","9/22/16","Winthrop University",NA,"",475,"likelyvoters",38,42,47
"1602","SC","South Carolina","9/18/16","CVOTER International",192,"C+",571,"likelyvoters",40.8,53.9,51
"1603","SC","South Carolina","9/17/16","Google Consumer Surveys",73,"B",368,"likelyvoters",33.23,40.95,52
"1604","SC","South Carolina","9/12/16","Ipsos",25,"A-",317,"likelyvoters",42.92,49.66,57
"1605","SC","South Carolina","9/10/16","Google Consumer Surveys",73,"B",374,"likelyvoters",30.53,39.13,59
"1606","SC","South Carolina","9/9/16","Trafalgar Group",335,"C",1247,"likelyvoters",37.57,53,60
"1607","SC","South Carolina","9/8/16","Starboard Communications",NA,"",600,"likelyvoters",35,48,61
"1608","SC","South Carolina","9/5/16","Ipsos",25,"A-",314,"likelyvoters",43.47,50.55,64
"1609","SC","South Carolina","9/3/16","Google Consumer Surveys",73,"B",354,"likelyvoters",30.31,40.17,66
"1610","SC","South Carolina","8/31/16","First Tuesday Strategies",NA,"",775,"likelyvoters",38,50,69
"1611","SC","South Carolina","8/29/16","Ipsos",25,"A-",302,"likelyvoters",44.55,48.91,71
"1612","SC","South Carolina","8/27/16","Google Consumer Surveys",73,"B",425,"likelyvoters",31.75,41.66,73
"1613","SC","South Carolina","8/22/16","Ipsos",25,"A-",299,"likelyvoters",45.14,48.14,78
"1614","SC","South Carolina","8/20/16","SurveyMonkey",352,"C-",894,"registeredvoters",38,45,80
"1615","SC","South Carolina","8/20/16","Google Consumer Surveys",73,"B",401,"likelyvoters",27.1,39.4,80
"1616","SC","South Carolina","8/19/16","Feldman Group",153,"B-",600,"likelyvoters",39,39,81
"1617","SC","South Carolina","8/16/16","Gravis Marketing",181,"B-",768,"registeredvoters",37,41,84
"1618","SC","South Carolina","8/15/16","Ipsos",25,"A-",302,"likelyvoters",45.82,45.72,85
"1619","SC","South Carolina","8/13/16","Google Consumer Surveys",73,"B",408,"likelyvoters",30.09,39.17,87
"1620","SC","South Carolina","8/8/16","Ipsos",25,"A-",288,"likelyvoters",41.09,50.04,92
"1621","SC","South Carolina","11/13/15","Morning Consult",NA,"",627,"registeredvoters",41,44,361
"1622","SD","South Dakota","10/17/16","Google Consumer Surveys",73,"B",101,"likelyvoters",28.25,44.01,22
"1623","SD","South Dakota","10/12/16","CVOTER International",192,"C+",311,"likelyvoters",41.8,54.1,27
"1624","SD","South Dakota","10/12/16","Google Consumer Surveys",73,"B",91,"likelyvoters",28.56,38.29,27
"1625","SD","South Dakota","10/10/16","Ipsos",25,"A-",103,"likelyvoters",32.76,49.64,29
"1626","SD","South Dakota","10/6/16","Google Consumer Surveys",73,"B",65,"likelyvoters",32.71,36.87,33
"1627","SD","South Dakota","10/5/16","CVOTER International",192,"C+",317,"likelyvoters",41.6,53.7,34
"1628","SD","South Dakota","10/3/16","Ipsos",25,"A-",105,"likelyvoters",34.02,48.01,36
"1629","SD","South Dakota","9/30/16","Google Consumer Surveys",73,"B",75,"likelyvoters",36.16,37.36,39
"1630","SD","South Dakota","9/26/16","Ipsos",25,"A-",113,"likelyvoters",35.73,45.45,43
"1631","SD","South Dakota","9/25/16","CVOTER International",192,"C+",463,"likelyvoters",40,56.2,44
"1632","SD","South Dakota","9/23/16","Google Consumer Surveys",73,"B",86,"likelyvoters",29.11,31.07,46
"1633","SD","South Dakota","9/19/16","Ipsos",25,"A-",105,"likelyvoters",31.67,46.8,50
"1634","SD","South Dakota","9/18/16","CVOTER International",192,"C+",459,"likelyvoters",40.6,55,51
"1635","SD","South Dakota","9/17/16","Google Consumer Surveys",73,"B",75,"likelyvoters",31.03,30.11,52
"1636","SD","South Dakota","9/12/16","Ipsos",25,"A-",112,"likelyvoters",28.31,51.61,57
"1637","SD","South Dakota","9/10/16","Google Consumer Surveys",73,"B",82,"likelyvoters",22.75,43,59
"1638","SD","South Dakota","9/3/16","Google Consumer Surveys",73,"B",59,"likelyvoters",35.35,34.63,66
"1639","SD","South Dakota","8/27/16","Google Consumer Surveys",73,"B",84,"likelyvoters",27.93,38.56,73
"1640","SD","South Dakota","8/20/16","SurveyMonkey",352,"C-",809,"registeredvoters",29,43,80
"1641","SD","South Dakota","8/20/16","Google Consumer Surveys",73,"B",72,"likelyvoters",33.23,25.56,80
"1642","SD","South Dakota","8/13/16","Google Consumer Surveys",73,"B",95,"likelyvoters",24.68,34.67,87
"1643","TN","Tennessee","10/17/16","Google Consumer Surveys",73,"B",401,"likelyvoters",26.92,44.64,22
"1644","TN","Tennessee","10/15/16","icitizen",NA,"",508,"registeredvoters",34,44,24
"1645","TN","Tennessee","10/13/16","Ipsos",25,"A-",433,"likelyvoters",34.69,44.35,26
"1646","TN","Tennessee","10/12/16","CVOTER International",192,"C+",328,"likelyvoters",39.2,55.9,27
"1647","TN","Tennessee","10/12/16","Google Consumer Surveys",73,"B",406,"likelyvoters",31.08,43,27
"1648","TN","Tennessee","10/6/16","Ipsos",25,"A-",541,"likelyvoters",34.58,47.28,33
"1649","TN","Tennessee","10/6/16","Google Consumer Surveys",73,"B",399,"likelyvoters",33.28,43.35,33
"1650","TN","Tennessee","10/5/16","CVOTER International",192,"C+",331,"likelyvoters",39.3,55.2,34
"1651","TN","Tennessee","9/30/16","Middle Tennessee State University",143,"B-",472,"likelyvoters",38,50,39
"1652","TN","Tennessee","9/30/16","Google Consumer Surveys",73,"B",522,"likelyvoters",31.62,42.73,39
"1653","TN","Tennessee","9/29/16","Ipsos",25,"A-",557,"likelyvoters",33.86,48.57,40
"1654","TN","Tennessee","9/25/16","Vanderbilt University",57,"B+",1000,"registeredvoters",33,44,44
"1655","TN","Tennessee","9/25/16","CVOTER International",192,"C+",555,"likelyvoters",38.1,57.1,44
"1656","TN","Tennessee","9/23/16","Google Consumer Surveys",73,"B",449,"likelyvoters",25.38,47.7,46
"1657","TN","Tennessee","9/22/16","Ipsos",25,"A-",495,"likelyvoters",35.1,47.07,47
"1658","TN","Tennessee","9/18/16","CVOTER International",192,"C+",567,"likelyvoters",38.1,56.8,51
"1659","TN","Tennessee","9/17/16","Google Consumer Surveys",73,"B",493,"likelyvoters",28.63,41.49,52
"1660","TN","Tennessee","9/15/16","Ipsos",25,"A-",447,"likelyvoters",33.39,47.02,54
"1661","TN","Tennessee","9/10/16","Google Consumer Surveys",73,"B",534,"likelyvoters",23.92,49.08,59
"1662","TN","Tennessee","9/8/16","Ipsos",25,"A-",410,"likelyvoters",26.46,49.74,61
"1663","TN","Tennessee","9/3/16","Google Consumer Surveys",73,"B",509,"likelyvoters",30.55,43.66,66
"1664","TN","Tennessee","9/1/16","Ipsos",25,"A-",413,"likelyvoters",27.91,48.53,68
"1665","TN","Tennessee","8/27/16","Google Consumer Surveys",73,"B",498,"likelyvoters",27.05,44.62,73
"1666","TN","Tennessee","8/25/16","Ipsos",25,"A-",401,"likelyvoters",31.48,49.44,75
"1667","TN","Tennessee","8/20/16","SurveyMonkey",352,"C-",1021,"registeredvoters",31,51,80
"1668","TN","Tennessee","8/20/16","Google Consumer Surveys",73,"B",529,"likelyvoters",25.93,46.25,80
"1669","TN","Tennessee","8/18/16","Ipsos",25,"A-",371,"likelyvoters",32.71,45.65,82
"1670","TN","Tennessee","8/13/16","Google Consumer Surveys",73,"B",481,"likelyvoters",24.83,41.48,87
"1671","TN","Tennessee","8/11/16","Ipsos",25,"A-",398,"likelyvoters",35.51,42.91,89
"1672","TN","Tennessee","7/26/16","icitizen",NA,"",531,"registeredvoters",30,47,105
"1673","TN","Tennessee","5/3/16","Princeton Survey Research Associates International",43,"B+",1001,"registeredvoters",35,44,189
"1674","TX","Texas","10/17/16","Google Consumer Surveys",73,"B",1163,"likelyvoters",33.31,40.79,22
"1675","TX","Texas","10/17/16","Ipsos",25,"A-",405,"likelyvoters",39.04,52.23,22
"1676","TX","Texas","10/12/16","CVOTER International",192,"C+",460,"likelyvoters",41.4,53.4,27
"1677","TX","Texas","10/12/16","SurveyMonkey",352,"C-",1332,"likelyvoters",42,44,27
"1678","TX","Texas","10/12/16","Google Consumer Surveys",73,"B",978,"likelyvoters",29.79,41.49,27
"1679","TX","Texas","10/11/16","University of Houston",109,"B",1000,"likelyvoters",38,41,28
"1680","TX","Texas","10/11/16","SurveyUSA",12,"A",638,"likelyvoters",43,47,28
"1681","TX","Texas","10/10/16","Ipsos",25,"A-",422,"likelyvoters",31.57,57,29
"1682","TX","Texas","10/6/16","Google Consumer Surveys",73,"B",958,"likelyvoters",31.75,39.97,33
"1683","TX","Texas","10/5/16","CVOTER International",192,"C+",425,"likelyvoters",41.3,53,34
"1684","TX","Texas","10/3/16","Ipsos",25,"A-",583,"likelyvoters",33.59,50.14,36
"1685","TX","Texas","9/30/16","Dixie Strategies",203,"C+",780,"likelyvoters",37.95,44.87,39
"1686","TX","Texas","9/30/16","Google Consumer Surveys",73,"B",1000,"likelyvoters",33.42,40.37,39
"1687","TX","Texas","9/26/16","Ipsos",25,"A-",464,"likelyvoters",32.9,48.31,43
"1688","TX","Texas","9/25/16","CVOTER International",192,"C+",817,"likelyvoters",39.2,56.3,44
"1689","TX","Texas","9/23/16","Google Consumer Surveys",73,"B",1003,"likelyvoters",29.93,42.1,46
"1690","TX","Texas","9/19/16","Ipsos",25,"A-",462,"likelyvoters",32.6,48.1,50
"1691","TX","Texas","9/18/16","CVOTER International",192,"C+",798,"likelyvoters",39.1,56.1,51
"1692","TX","Texas","9/17/16","Google Consumer Surveys",73,"B",1046,"likelyvoters",28.94,42.35,52
"1693","TX","Texas","9/12/16","Ipsos",25,"A-",462,"likelyvoters",28.51,51.13,57
"1694","TX","Texas","9/10/16","Google Consumer Surveys",73,"B",1218,"likelyvoters",28.76,39.7,59
"1695","TX","Texas","9/8/16","Emerson College",119,"B",700,"likelyvoters",36.1,42.4,61
"1696","TX","Texas","9/6/16","Texas Lyceum",NA,"",502,"likelyvoters",32,39,63
"1697","TX","Texas","9/5/16","Ipsos",25,"A-",405,"likelyvoters",30.91,48.29,64
"1698","TX","Texas","9/3/16","Google Consumer Surveys",73,"B",1170,"likelyvoters",30.5,39.55,66
"1699","TX","Texas","8/29/16","Ipsos",25,"A-",402,"likelyvoters",31.95,48.89,71
"1700","TX","Texas","8/27/16","Google Consumer Surveys",73,"B",1120,"likelyvoters",34.09,37.44,73
"1701","TX","Texas","8/22/16","Ipsos",25,"A-",443,"likelyvoters",32.13,45.36,78
"1702","TX","Texas","8/20/16","SurveyMonkey",352,"C-",5147,"registeredvoters",40,40,80
"1703","TX","Texas","8/20/16","Google Consumer Surveys",73,"B",1157,"likelyvoters",32.89,38.78,80
"1704","TX","Texas","8/15/16","Ipsos",25,"A-",915,"likelyvoters",32.35,45.87,85
"1705","TX","Texas","8/13/16","Public Policy Polling",60,"B+",944,"likelyvoters",38,44,87
"1706","TX","Texas","8/13/16","Google Consumer Surveys",73,"B",1071,"likelyvoters",31.11,40.53,87
"1707","TX","Texas","8/8/16","Dixie Strategies",203,"C+",1018,"likelyvoters",35.46,46.27,92
"1708","TX","Texas","6/15/16","YouGov",81,"B",1200,"registeredvoters",32,39,146
"1709","TX","Texas","6/13/16","Leland Beatty",NA,"",998,"registeredvoters",29.7,36.8,148
"1710","TX","Texas","2/21/16","SurveyUSA",12,"A",1289,"likelyvoters",44,47,261
"1711","UT","Utah","10/18/16","Emerson College",119,"B",700,"likelyvoters",24,27,21
"1712","UT","Utah","10/17/16","Google Consumer Surveys",73,"B",281,"likelyvoters",26.62,21.68,22
"1713","UT","Utah","10/15/16","Rasmussen Reports/Pulse Opinion Research",264,"C+",750,"likelyvoters",28,30,24
"1714","UT","Utah","10/15/16","Dan Jones & Associates",273,"C+",818,"likelyvoters",25,30,24
"1715","UT","Utah","10/13/16","YouGov",81,"B",951,"likelyvoters",20,37,26
"1716","UT","Utah","10/12/16","CVOTER International",192,"C+",318,"likelyvoters",29.4,65.2,27
"1717","UT","Utah","10/12/16","Google Consumer Surveys",73,"B",261,"likelyvoters",15.11,21.41,27
"1718","UT","Utah","10/11/16","Monmouth University",1,"A+",403,"likelyvoters",28,34,28
"1719","UT","Utah","10/10/16","Y2 Analytics",249,"C+",500,"likelyvoters",26,26,29
"1720","UT","Utah","10/10/16","Ipsos",25,"A-",249,"likelyvoters",29.5,40.87,29
"1721","UT","Utah","10/6/16","Google Consumer Surveys",73,"B",182,"likelyvoters",30.37,33.91,33
"1722","UT","Utah","10/5/16","CVOTER International",192,"C+",316,"likelyvoters",29.7,64.2,34
"1723","UT","Utah","10/3/16","Ipsos",25,"A-",282,"likelyvoters",35,41.45,36
"1724","UT","Utah","9/30/16","Google Consumer Surveys",73,"B",231,"likelyvoters",28.64,34.24,39
"1725","UT","Utah","9/26/16","Ipsos",25,"A-",280,"likelyvoters",32.94,47.94,43
"1726","UT","Utah","9/25/16","CVOTER International",192,"C+",495,"likelyvoters",28.2,66.6,44
"1727","UT","Utah","9/23/16","Google Consumer Surveys",73,"B",153,"likelyvoters",21.91,32.4,46
"1728","UT","Utah","9/19/16","Ipsos",25,"A-",242,"likelyvoters",34.26,49.55,50
"1729","UT","Utah","9/18/16","CVOTER International",192,"C+",490,"likelyvoters",27.8,66.3,51
"1730","UT","Utah","9/17/16","Google Consumer Surveys",73,"B",189,"likelyvoters",27.93,24.07,52
"1731","UT","Utah","9/15/16","Dan Jones & Associates",273,"C+",820,"likelyvoters",25,34,54
"1732","UT","Utah","9/12/16","Ipsos",25,"A-",208,"likelyvoters",31.24,47.96,57
"1733","UT","Utah","9/10/16","Google Consumer Surveys",73,"B",228,"likelyvoters",24.76,33.02,59
"1734","UT","Utah","9/5/16","Dan Jones & Associates",273,"C+",605,"likelyvoters",24,39,64
"1735","UT","Utah","9/5/16","Ipsos",25,"A-",198,"likelyvoters",28.65,47.72,64
"1736","UT","Utah","9/3/16","Google Consumer Surveys",73,"B",247,"likelyvoters",20.3,27.92,66
"1737","UT","Utah","8/29/16","Ipsos",25,"A-",196,"likelyvoters",28.6,46.23,71
"1738","UT","Utah","8/27/16","Google Consumer Surveys",73,"B",253,"likelyvoters",25.94,27.88,73
"1739","UT","Utah","8/22/16","Ipsos",25,"A-",168,"likelyvoters",34.14,34.92,78
"1740","UT","Utah","8/20/16","SurveyMonkey",352,"C-",722,"registeredvoters",27,34,80
"1741","UT","Utah","8/20/16","Public Policy Polling",60,"B+",1018,"likelyvoters",24,39,80
"1742","UT","Utah","8/20/16","Google Consumer Surveys",73,"B",270,"likelyvoters",22.29,32.4,80
"1743","UT","Utah","8/15/16","Ipsos",25,"A-",177,"likelyvoters",33.67,38.53,85
"1744","UT","Utah","8/13/16","Google Consumer Surveys",73,"B",259,"likelyvoters",22.75,27.5,87
"1745","UT","Utah","8/8/16","Ipsos",25,"A-",211,"likelyvoters",32.54,43.61,92
"1746","UT","Utah","7/26/16","Dan Jones & Associates",273,"C+",858,"likelyvoters",25,37,105
"1747","UT","Utah","6/12/16","Dan Jones & Associates",273,"C+",614,"registeredvoters",27,36,149
"1748","UT","Utah","6/5/16","SurveyUSA",12,"A",1238,"likelyvoters",35,35,156
"1749","UT","Utah","5/31/16","Gravis Marketing",181,"B-",1519,"registeredvoters",26,29,161
"1750","UT","Utah","5/6/16","Dan Jones & Associates",273,"C+",588,"registeredvoters",30,43,186
"1751","UT","Utah","3/11/16","Dan Jones & Associates",273,"C+",500,"likelyvoters",38,36,242
"1752","VA","Virginia","10/17/16","Christopher Newport University",137,"B-",834,"likelyvoters",45,33,22
"1753","VA","Virginia","10/17/16","Google Consumer Surveys",73,"B",644,"likelyvoters",40.71,31.13,22
